Username,SECTION #'S Text Grade <Text>,PRELAB,PROJECT REPORTS,PROJECT PROPOSALS,ORAL PRESENTATION,INSTRUCTOR LAB PERFORMANCE EVALUATION,Calculated Final Grade,End-of-Line Indicator
,001L,15.20833333,35,12.9375,8.5,11.648,85.29375001,#
,001J,17.91666667,35.5,13.5,9,12.09,90.00658334,#
,001J,11.25,29,13.3125,9.2,11.57,76.33241668,#
,001K,20,33.75,13.078125,8.4,12.35,89.57804168,#
,001I,17.70833333,38.16666667,14.71875,9,13,94.51033334,#
,005I,17.91666667,32,13.125,9.2,12.09,86.28991668,#
,005K,18.33333333,37.91666667,12.84375,9,12.09,92.14208333,#
,001I,17.91666667,38.16666667,14.71875,9.5,12.48,94.78200001,#
,003K,15,32.66666667,13.921875,8.5,12.74,84.82845834,#
,001J,15.625,30.66666667,12.375,8.5,11.57,80.65325001,#
,001J,17.70833333,31.83333333,12.1875,8.5,11.7,83.84575001,#
,006I,18.95833333,36.5,14.53125,9.6,13,94.58950001,#
,005J,17.5,29.33333333,10.78125,8.5,12.22,80.33450001,#
,001L,16.66666667,34.5,13.6875,9.2,11.96,88.01408334,#
,001K,9.166666667,23.16666667,6.140625,8.5,11.31,60.28387501,#
,001I,17.70833333,36.33333333,13.6875,9.5,11.96,91.18908334,#
,001I,13.95833333,22,11.0625,9.2,11.44,69.61908334,#
,006I,15.41666667,33.25,12.84375,9.8,13,86.31033334,#
,003K,16.25,32.5,14.0625,8,12.48,85.29241668,#
,003K,16.66666667,32.33333333,11.625,8.9,12.48,84.00491668,#
,005I,18.95833333,32.44333333,13.265625,9.3,12.22,88.10387501,#
,001L,15,32.16666667,13.5,8.5,11.7,82.86658334,#
,005I,19.375,36,12.84375,8.6,12.09,90.90866668,#
,006I,14.16666667,35.41666667,14.671875,10,12.74,88.99512501,#
,005J,19.79166667,32.66666667,12.9375,8.5,11.7,87.55408334,#
,003K,18.125,28.5,12.234375,9.5,12.74,82.80762501,#
,001K,17.08333333,35.16666667,14.015625,8.8,12.09,89.15554168,#
,001J,19.58333333,36,12.75,9.3,11.83,91.46325001,#
,001J,17.5,36.66666667,13.5,9.3,12.22,91.18658334,#
,001K,15.20833333,34.25,14.484375,8.8,11.83,86.57262501,#
,001I,17.91666667,37.66666667,13.03125,9.5,11.96,92.07450001,#
,001L,16.04166667,33.66666667,13.03125,9.5,11.7,85.93950001,#
,003K,9.583333333,29.16666667,11.0625,9,12.22,72.86575001,#
,001L,17.29166667,35.33333333,13.125,9.2,12.038,88.94625001,#
,001J,19.58333333,35.16666667,13.5,9,11.648,90.89791668,#
,006I,19.79166667,36.33333333,14.15625,9.6,13,94.88116668,#
,003K,18.95833333,34.33333333,13.125,8,12.22,88.63658334,#
,001I,19.79166667,39,14.90625,9.5,11.7,96.89783334,#
,001I,16.66666667,35.16666667,13.59375,9,12.22,88.64700001,#
,006J,15,34.58333333,13.6875,9.25,12.61,87.08916667,#
,006J,18.95833333,36.76666667,12.75,9.25,12.35,92.075,#
,003K,18.125,27.16666667,14.015625,8.1,12.74,82.14720834,#
,006I,11.45833333,36.5,13.21875,9.2,11.44,83.81700001,#
,001J,17.5,30.66666667,13.03125,8.4,11.57,83.12616668,#
,001L,18.125,36.66666667,13.21875,8.7,11.96,90.67033334,#
,006J,15.625,38.15,13.96875,9.25,12.35,91.34375,#
,007J,10.83333333,33.83333333,13.6875,8.09,11.96,80.32075001,#
,006J,6.875,9.666666667,3,0,7.28,28.61333333,#
,006I,14.375,27,12.46875,9,12.22,76.98033334,#
,001K,11.45833333,34.83333333,13.359375,9.3,11.7,82.48429168,#
,003K,19.58333333,31.83333333,13.125,9,12.22,87.76158334,#
,006J,18.125,35.76666667,13.03125,9.25,12.35,90.43958333,#
,003K,18.95833333,36,14.390625,9.4,13,93.74887501,#
,001L,13.33333333,34,12.9375,8.5,12.22,82.99075001,#
,001J,19.375,36,13.21875,9.3,12.09,91.98366668,#
,001K,19.375,36.91666667,13.734375,9.3,12.09,93.41595834,#
,001K,18.95833333,35.66666667,13.734375,9.3,12.09,91.70762501,#
,001I,19.16666667,37.66666667,14.15625,9.5,11.7,94.18950001,#
,006I,19.375,34.16666667,13.96875,9.2,11.44,90.15033334,#
,001K,17.08333333,31.08333333,12.046875,8.5,11.83,82.46012501,#
,006I,16.45833333,33,14.484375,10,12.48,88.25595834,#
,007J,11.04166667,33.41666667,11.4375,6.32,11.18,75.39575001,#
,007J,12.29166667,25.83333333,11.0625,5.06,10.92,67.16741668,#
,005K,2.083333333,21.33333333,9.75,9,11.44,55.60666667,#
,001L,18.33333333,38,14.625,9.2,12.48,94.63825001,#
,001J,15,34.33333333,12.9375,8.5,11.57,84.34075001,#
,001J,19.79166667,36.83333333,13.96875,9,11.57,93.16366668,#
,001I,12.70833333,26.66666667,10.96875,9.5,11.44,73.20033334,#
,003K,18.125,36.33333333,14.765625,9.5,13,93.72387501,#
,006J,0,0,0,0,0,0,#
,006I,17.5,34.66666667,14.25,9.9,13,91.31658334,#
,001L,15.41666667,35.66666667,13.3125,8.5,11.57,86.46575001,#
,001J,19.16666667,37.16666667,14.53125,9.2,11.83,93.89450001,#
,001I,15.20833333,35,14.15625,9.5,11.7,87.56450001,#
,006I,19.16666667,37,14.625,9.9,13,95.69158334,#
,001L,17.29166667,34.83333333,11.8125,9.2,11.648,86.74375001,#
,001K,19.16666667,34.58333333,13.40625,8.8,12.09,90.04616668,#
,005J,12.70833333,28.66666667,10.21875,8.2,12.22,74.01366668,#
,003K,13.75,26.83333333,9.5625,8.9,12.48,73.44241668,#
,005I,18.75,37.5,14.53125,9.4,12.87,95.05116668,#
,001J,8.333333333,27.66666667,12,9.2,11.57,70.68658334,#
,006I,19.79166667,30.83333333,13.21875,9.9,12.74,88.48366668,#
,005I,16.66666667,33.61,12.421875,9.2,12.09,85.90512501,#
,001K,18.33333333,30,13.03125,8.8,12.09,84.25450001,#
,005K,14.58333333,25.89,13.40625,9,12.09,76.30291667,#
,001I,13.125,27.66666667,10.40625,9.2,11.44,73.83783334,#
,001J,17.5,35.5,13.125,9.3,11.57,88.95325001,#
,001I,19.16666667,36.83333333,13.6875,9,12.48,92.50075001,#
,001K,17.29166667,35.83333333,12.609375,9,12.09,88.82429168,#
,006J,18.75,35.1,13.21875,9.25,12.35,90.62708333,#
,001I,19.79166667,34.83333333,13.5,9,11.44,90.56491668,#
,005J,19.16666667,33,12.46875,9.2,11.7,87.53533334,#
,005I,19.79166667,38.25,14.671875,9.4,12.87,96.98345834,#
,003K,13.95833333,34.16666667,13.453125,9.4,13,85.93637501,#
,006I,17.5,29.5,13.59375,9.6,12.74,84.93366668,#
,001J,19.58333333,36.16666667,13.6875,9,11.57,92.00741668,#
,006J,10,28,12.5625,9,12.35,73.9125,#
,001K,19.16666667,34.33333333,13.078125,9,12.09,89.62637501,#
,003K,16.45833333,32.83333333,13.21875,9,12.22,85.73033334,#
,001L,16.25,34.66666667,12.375,9.2,11.882,86.24858334,#
,005I,19.16666667,30.16666667,13.875,9.2,11.96,86.36825001,#
,005I,18.95833333,28.83333333,13.3125,6.5,11.57,81.17408334,#
,001L,18.33333333,34.66666667,9.5625,9.2,11.648,85.41041668,#
,006I,15.41666667,30.91666667,14.296875,10,13,85.58845834,#
,001L,17.5,37,13.125,8.5,11.96,90.08491668,#
,005J,19.375,39,14.25,9.2,11.96,95.70158334,#
,001J,18.95833333,36.16666667,14.15625,9.3,11.648,92.22916668,#
,003K,11.45833333,30,12.46875,8,12.22,76.14700001,#
,005J,16.66666667,37.33333333,13.6875,9.5,12.22,91.40741668,#
,005J,19.58333333,31.66666667,14.25,9.2,11.96,88.61825001,#
,001I,18.95833333,36.16666667,13.3125,9,11.83,91.14241668,#
,003K,17.29166667,36.83333333,14.203125,9.4,12.74,92.42637501,#
,005I,15.625,29.16666667,13.640625,9.3,12.22,81.95220834,#
,001K,15.83333333,32.83333333,12.796875,9.3,11.7,84.46345834,#
,001J,17.5,37.33333333,14.34375,9.2,11.83,92.20700001,#
,001L,11.45833333,16,7.5,9.2,11.57,57.68658334,#
,006I,17.70833333,26.33333333,14.0625,9.9,13,83.00408334,#
,001L,14.16666667,30,13.125,9.2,11.778,80.26958334,#
,001L,15.625,31.83333333,11.8125,8.7,11.57,81.54075001,#
,006I,19.375,35.33333333,14.15625,9.2,11.44,91.50450001,#
,001J,18.75,36.66666667,12.84375,8.4,11.57,90.23033334,#
,006J,16.875,32.6,12.5625,9.5,12.74,86.2775,#
,005I,18.95833333,30.33333333,13.453125,9.2,11.7,85.64470834,#
,006I,19.375,39,14.71875,9.2,11.96,96.25366668,#
,005K,13.54166667,35.66666667,13.40625,9,12.09,85.62125,#
,005K,19.16666667,37.91666667,14.0625,9,12.09,94.23583333,#
,005K,18.95833333,35.25,11.90625,9,11.96,89.07458333,#
,001I,14.79166667,26,14.25,9.8,11.44,78.28158334,#
,001L,17.91666667,33.5,12.375,8.7,11.57,86.06158334,#
,001L,11.875,35.33333333,12.9375,8.5,11.57,82.13241668,#
,006J,19.16666667,37.12666667,14.0625,9.25,12.35,93.95583333,#
,005K,18.33333333,35.16666667,13.78125,9,11.96,90.19958333,#
,001I,19.16666667,34.83333333,14.4375,9.8,11.44,91.67741668,#
,005J,9.583333333,32,13.125,9.5,12.22,78.42825001,#
,001J,17.91666667,31.66666667,9.9375,8.5,11.648,81.66875001,#
,007J,4.791666667,25.16666667,8.0625,5.09,10.92,56.03075001,#
,001L,17.29166667,31,12,8.7,11.83,82.73825001,#
,007J,7.916666667,24,9.984375,6.56,11.18,61.55762501,#
,001J,17.91666667,33.33333333,12.9375,9.3,11.96,87.36408334,#
,005K,17.08333333,36,13.3125,9,11.96,89.31416667,#
,005K,16.45833333,36.58333333,13.875,9,12.09,90.00666667,#
,001J,18.95833333,35,12.46875,8.4,11.96,88.74533334,#
,001I,19.58333333,38.33333333,14.0625,9,12.22,95.19908334,#
,007J,11.45833333,34.25,13.5,8.14,11.7,80.96491668,#
,003K,17.5,29.16666667,11.8125,8.9,12.74,82.11908334,#
,001J,18.33333333,37.16666667,13.78125,9.3,11.83,92.36950001,#
,005J,15.41666667,33.33333333,13.125,8.2,12.22,84.29491668,#
,007J,6.875,34,11.625,7.55,10.66,72.62658334,#
,005I,20,39.33333333,14.71875,9.4,12.87,98.32200001,#
,006J,16.04166667,36.16666667,12.84375,9.5,12.74,89.20875,#
,005K,16.04166667,37,13.03125,9,12.22,89.12625,#
,006J,16.66666667,35.76666667,12.890625,9.25,12.74,89.230625,#
,005I,17.91666667,25.33333333,12.9375,7.9,11.83,77.91741668,#
,003K,19.16666667,36.66666667,14.484375,9.5,12.74,94.51595834,#
,001I,16.25,31,10.875,9.2,11.18,80.50491668,#
,001K,12.70833333,30.25,12.88125,8.4,11.57,77.80950001,#
,005J,15.83333333,32,12.375,8.5,11.96,82.66825001,#
,005J,14.58333333,30,14.4375,8.7,12.22,81.94075001,#
,006J,19.375,37.26666667,12.75,9.25,12.35,92.99166667,#
,006I,14.58333333,27.33333333,12.75,9.3,11.18,77.14658334,#
,001L,5.625,30.66666667,12.375,8.5,11.648,70.81458334,#
,001K,14.16666667,27.83333333,11.296875,8,11.57,74.74179168,#
,005J,16.25,35,14.0625,8.7,12.22,88.23241668,#
,007J,12.5,28.66666667,9.609375,8.77,10.92,72.38262501,#
,005K,14.16666667,34.66666667,9.84375,9,11.83,81.50708333,#
,006I,17.08333333,33.83333333,14.109375,10,12.74,89.76595834,#
,006J,17.5,33.16666667,12.1875,8.5,11.96,85.2725,#
,006J,17.08333333,29.93333333,12.5625,9.25,12.48,83.30916667,#
,006J,6.041666667,8,9.375,0,9.36,34.77666667,#
